Time,RainAmout[mm/h]
2015-01-12 13:20:00,0.0
2015-01-12 13:30:00,0.0
2015-01-12 13:40:00,0.0
2015-01-12 13:50:00,0.0
2015-01-12 14:00:00,0.0
2015-01-12 14:10:00,0.0
2015-01-12 14:20:00,0.0
2015-01-12 14:30:00,0.0
2015-01-12 14:40:00,0.0
2015-01-12 14:50:00,0.0
2015-01-12 15:00:00,0.0
2015-01-12 15:10:00,0.0
2015-01-12 15:20:00,0.0
2015-01-12 15:30:00,0.0
2015-01-12 15:40:00,0.0
2015-01-12 15:50:00,0.0
2015-01-12 16:00:00,0.0
2015-01-12 16:10:00,0.0
2015-01-12 16:20:00,0.0
2015-01-12 16:30:00,0.0
2015-01-12 16:40:00,0.0
2015-01-12 16:50:00,0.0
2015-01-12 17:00:00,0.0
2015-01-12 17:10:00,0.0
2015-01-12 17:20:00,0.0
2015-01-12 17:30:00,0.0
2015-01-12 17:40:00,0.0
2015-01-12 17:50:00,0.0
2015-01-12 18:00:00,0.0
2015-01-12 18:10:00,0.0
2015-01-12 18:20:00,0.0
2015-01-12 18:30:00,0.0
2015-01-12 18:40:00,0.0
2015-01-12 18:50:00,0.0
2015-01-12 19:00:00,0.0
2015-01-12 19:10:00,0.0
2015-01-12 19:20:00,0.0
2015-01-12 19:30:00,0.0
2015-01-12 19:40:00,0.0
2015-01-12 19:50:00,0.0
2015-01-12 20:00:00,0.0
2015-01-12 20:10:00,0.0
2015-01-12 20:20:00,0.0
2015-01-12 20:30:00,0.0
2015-01-12 20:40:00,0.0
2015-01-12 20:50:00,0.0
2015-01-12 21:00:00,0.0
2015-01-12 21:10:00,0.0
2015-01-12 21:20:00,0.0
2015-01-12 21:30:00,0.0
2015-01-12 21:40:00,0.0
2015-01-12 21:50:00,0.0
2015-01-12 22:00:00,0.0
2015-01-12 22:10:00,0.0
2015-01-12 22:20:00,0.0
2015-01-12 22:30:00,0.0
2015-01-12 22:40:00,0.0
2015-01-12 22:50:00,0.0
2015-01-12 23:00:00,0.0
2015-01-12 23:10:00,0.0
2015-01-12 23:20:00,0.0
2015-01-12 23:30:00,0.0
2015-01-12 23:40:00,0.0
2015-01-12 23:50:00,0.0
